QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,WR,Andrew Hawkins (7581947),Andrew Hawkins,7581947,3100,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Tim Hightower (7581879),Tim Hightower,7581879,3100,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,John Kuhn (7581881),John Kuhn,7581881,3100,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Marqise Lee (7581988),Marqise Lee,7581988,3100,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Reggie Bush (7581848),Reggie Bush,7581848,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jerome Felton (7581849),Jerome Felton,7581849,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Shaun Draughn (7581850),Shaun Draughn,7581850,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,RB,Mike Gillislee (7581852),Mike Gillislee,7581852,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jonathan Williams (7581854),Jonathan Williams,7581854,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Mike Davis (7581855),Mike Davis,7581855,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Brandon Tate (7581923),Brandon Tate,7581923,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Keshawn Martin (7581926),Keshawn Martin,7581926,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Marquise Goodwin (7581927),Marquise Goodwin,7581927,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Justin Hunter (7581928),Justin Hunter,7581928,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Rod Streater (7581929),Rod Streater,7581929,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Walt Powell (7581930),Walt Powell,7581930,3000,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Quinton Patton (7581932),Quinton Patton,7581932,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,WR,Aaron Burbridge (7581933),Aaron Burbridge,7581933,3000,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,RB,Kenjon Barner (7581858),Kenjon Barner,7581858,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,RB,Rob Kelley (7581860),Rob Kelley,7581860,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Ryan Grant (7581936),Ryan Grant,7581936,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Josh Huff (7581938),Josh Huff,7581938,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,WR,Josh Doctson (7581939),Josh Doctson,7581939,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Rashad Ross (7581940),Rashad Ross,7581940,3000,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,WR,Bryce Treggs (7581943),Bryce Treggs,7581943,3000,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,RB,Jalston Fowler (7581864),Jalston Fowler,7581864,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,Malcolm Johnson (7581865),Malcolm Johnson,7581865,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Antonio Andrews (7581866),Antonio Andrews,7581866,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,RB,George Atkinson III (7581868),George Atkinson III,7581868,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Harry Douglas (7581946),Harry Douglas,7581946,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Marc Mariani (7581948),Marc Mariani,7581948,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Kendall Wright (7581950),Kendall Wright,7581950,3000,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,WR,Jordan Payton (7581952),Jordan Payton,7581952,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Ricardo Louis (7581953),Ricardo Louis,7581953,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,WR,Rashard Higgins (7581956),Rashard Higgins,7581956,3000,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,RB,Kyle Juszczyk (7581873),Kyle Juszczyk,7581873,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,RB,Javorius Allen (7581876),Javorius Allen,7581876,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Devin Hester (7581958),Devin Hester,7581958,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Dwayne Harris (7581960),Dwayne Harris,7581960,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Kamar Aiken (7581962),Kamar Aiken,7581962,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Tavarres King (7581963),Tavarres King,7581963,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,WR,Chris Moore (7581965),Chris Moore,7581965,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Breshad Perriman (7581966),Breshad Perriman,7581966,3000,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,WR,Roger Lewis (7581968),Roger Lewis,7581968,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,DST,Giants  (7582340),Giants ,7582340,3000,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,RB,Mike Tolbert (7581880),Mike Tolbert,7581880,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,RB,Travaris Cadet (7581884),Travaris Cadet,7581884,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Marcus Murphy (7581886),Marcus Murphy,7581886,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Daniel Lasco (7581887),Daniel Lasco,7581887,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Brenton Bersin (7581970),Brenton Bersin,7581970,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,WR,Brandon Coleman (7581971),Brandon Coleman,7581971,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,WR,Damiere Byrd (7581974),Damiere Byrd,7581974,3000,Car@NO 01:00PM ET,Car,
,,,,,,,,,,WR,Tommylee Lewis (7581977),Tommylee Lewis,7581977,3000,Car@NO 01:00PM ET,NO,
,,,,,,,,,,RB,Joique Bell (7581890),Joique Bell,7581890,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Denard Robinson (7581891),Denard Robinson,7581891,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Corey Grant (7581892),Corey Grant,7581892,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Ka'Deem Carey (7581894),Ka'Deem Carey,7581894,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Paul Lasike (7581896),Paul Lasike,7581896,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Bryan Walters (7581981),Bryan Walters,7581981,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,WR,Arrelious Benn (7581982),Arrelious Benn,7581982,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,WR,Deonte Thompson (7581983),Deonte Thompson,7581983,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Joshua Bellamy (7581986),Joshua Bellamy,7581986,3000,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Rashad Greene (7581989),Rashad Greene,7581989,3000,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,RB,Chase Reynolds (7581898),Chase Reynolds,7581898,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,RB,Benny Cunningham (7581899),Benny Cunningham,7581899,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,RB,Michael Burton (7581901),Michael Burton,7581901,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Zach Zenner (7581902),Zach Zenner,7581902,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Malcolm Brown (7581903),Malcolm Brown,7581903,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Andre Roberts (7581992),Andre Roberts,7581992,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,WR,Bradley Marquez (7581998),Bradley Marquez,7581998,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Nelson Spruce (7581999),Nelson Spruce,7581999,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Pharoh Cooper (7582000),Pharoh Cooper,7582000,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,WR,Mike Thomas (7582001),Mike Thomas,7582001,3000,LA@Det 01:00PM ET,LA,
,,,,,,,,,,DST,Lions  (7582346),Lions ,7582346,3000,LA@Det 01:00PM ET,Det,
,,,,,,,,,,RB,Isaiah Pead (7581908),Isaiah Pead,7581908,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Fitzgerald Toussaint (7581909),Fitzgerald Toussaint,7581909,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,Roosevelt Nix (7581911),Roosevelt Nix,7581911,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,Damien Williams (7581913),Damien Williams,7581913,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,RB,Kenyan Drake (7581914),Kenyan Drake,7581914,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Darrius Heyward-Bey (7582002),Darrius Heyward-Bey,7582002,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,WR,Jakeem Grant (7582009),Jakeem Grant,7582009,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,WR,Eli Rogers (7582010),Eli Rogers,7582010,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,WR,Leonte Carroo (7582011),Leonte Carroo,7582011,3000,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Jesse James (7582080),Jesse James,7582080,3000,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,RB,James Develin (7581915),James Develin,7581915,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Brandon Bolden (7581917),Brandon Bolden,7581917,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Rex Burkhead (7581918),Rex Burkhead,7581918,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,RB,D.J. Foster (7581922),D.J. Foster,7581922,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,Matthew Slater (7582012),Matthew Slater,7582012,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,James Wright (7582017),James Wright,7582017,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Malcolm Mitchell (7582019),Malcolm Mitchell,7582019,3000,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,WR,Alex Erickson (7582020),Alex Erickson,7582020,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Cody Core (7582021),Cody Core,7582021,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,WR,Tyler Boyd (7582022),Tyler Boyd,7582022,3000,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,Charles Clay (7582024),Charles Clay,7582024,2900,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Will Tye (7582049),Will Tye,7582049,2900,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,DST,Rams  (7582347),Rams ,7582347,2900,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Jordan Cameron (7582076),Jordan Cameron,7582076,2800,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,DST,Redskins  (7582337),Redskins ,7582337,2700,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,DST,Jaguars  (7582345),Jaguars ,7582345,2700,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Lance Kendricks (7582068),Lance Kendricks,7582068,2700,LA@Det 01:00PM ET,LA,
,,,,,,,,,,DST,Browns  (7582338),Browns ,7582338,2600,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,DST,Ravens  (7582341),Ravens ,7582341,2600,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Kyle Nelson (7582023),Kyle Nelson,7582023,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Garrett Celek (7582025),Garrett Celek,7582025,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Vance McDonald (7582026),Vance McDonald,7582026,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Gerald Christian (7582027),Gerald Christian,7582027,2500,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Blake Bell (7582028),Blake Bell,7582028,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Je'Ron Hamm (7582029),Je'Ron Hamm,7582029,2500,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,TE,Nick O'Leary (7582030),Nick O'Leary,7582030,2500,SF@Buf 01:00PM ET,Buf,
,,,,,,,,,,TE,Vernon Davis (7582031),Vernon Davis,7582031,2500,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,TE,Brent Celek (7582032),Brent Celek,7582032,2500,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,TE,Niles Paul (7582033),Niles Paul,7582033,2500,Phi@Was 01:00PM ET,Was,
,,,,,,,,,,TE,Trey Burton (7582036),Trey Burton,7582036,2500,Phi@Was 01:00PM ET,Phi,
,,,,,,,,,,TE,Anthony Fasano (7582037),Anthony Fasano,7582037,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Beau Brinkley (7582040),Beau Brinkley,7582040,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Randall Telfer (7582041),Randall Telfer,7582041,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Connor Hamlett (7582042),Connor Hamlett,7582042,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Jace Amaro (7582043),Jace Amaro,7582043,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Phillip Supernaw (7582044),Phillip Supernaw,7582044,2500,Cle@Ten 01:00PM ET,Ten,
,,,,,,,,,,TE,Seth DeValve (7582045),Seth DeValve,7582045,2500,Cle@Ten 01:00PM ET,Cle,
,,,,,,,,,,TE,Larry Donnell (7582047),Larry Donnell,7582047,2500,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,TE,Crockett Gillmore (7582048),Crockett Gillmore,7582048,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Daniel Brown (7582050),Daniel Brown,7582050,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Darren Waller (7582051),Darren Waller,7582051,2500,Bal@NYG 01:00PM ET,Bal,
,,,,,,,,,,TE,Jerell Adams (7582052),Jerell Adams,7582052,2500,Bal@NYG 01:00PM ET,NYG,
,,,,,,,,,,TE,Ed Dickson (7582054),Ed Dickson,7582054,2500,Car@NO 01:00PM ET,Car,
,,,,,,,,,,TE,Josh Hill (7582056),Josh Hill,7582056,2500,Car@NO 01:00PM ET,NO,
,,,,,,,,,,TE,Chris Manhertz (7582057),Chris Manhertz,7582057,2500,Car@NO 01:00PM ET,NO,
,,,,,,,,,,TE,Scott Simonson (7582058),Scott Simonson,7582058,2500,Car@NO 01:00PM ET,Car,
,,,,,,,,,,TE,Marcedes Lewis (7582059),Marcedes Lewis,7582059,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Logan Paulsen (7582061),Logan Paulsen,7582061,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Patrick Scales (7582062),Patrick Scales,7582062,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Neal Sterling (7582064),Neal Sterling,7582064,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Ben Koyack (7582065),Ben Koyack,7582065,2500,Jax@Chi 01:00PM ET,Jax,
,,,,,,,,,,TE,Ben Braunecker (7582066),Ben Braunecker,7582066,2500,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Clay Harbor (7582067),Clay Harbor,7582067,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,Cory Harkey (7582069),Cory Harkey,7582069,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Tyler Higbee (7582070),Tyler Higbee,7582070,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Temarrick Hemingway (7582072),Temarrick Hemingway,7582072,2500,LA@Det 01:00PM ET,LA,
,,,,,,,,,,TE,Cole Wick (7582073),Cole Wick,7582073,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,Khari Lee (7582074),Khari Lee,7582074,2500,LA@Det 01:00PM ET,Det,
,,,,,,,,,,TE,David Johnson (7582075),David Johnson,7582075,2500,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,TE,MarQueis Gray (7582077),MarQueis Gray,7582077,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Dion Sims (7582078),Dion Sims,7582078,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Xavier Grimble (7582079),Xavier Grimble,7582079,2500,Pit@Mia 01:00PM ET,Pit,
,,,,,,,,,,TE,Dominique Jones (7582081),Dominique Jones,7582081,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,DST,Dolphins  (7582348),Dolphins ,7582348,2500,Pit@Mia 01:00PM ET,Mia,
,,,,,,,,,,TE,Clark Harris (7582082),Clark Harris,7582082,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,Greg Scruggs (7582085),Greg Scruggs,7582085,2500,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,TE,Ryan Hewitt (7582086),Ryan Hewitt,7582086,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,A.J. Derby (7582088),A.J. Derby,7582088,2500,Cin@NE 01:00PM ET,NE,
,,,,,,,,,,TE,Tyler Kroft (7582089),Tyler Kroft,7582089,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,TE,C.J. Uzomah (7582090),C.J. Uzomah,7582090,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,DST,Bengals  (7582350),Bengals ,7582350,2500,Cin@NE 01:00PM ET,Cin,
,,,,,,,,,,DST,Panthers  (7582343),Panthers ,7582343,2400,Car@NO 01:00PM ET,Car,
,,,,,,,,,,DST,49ers  (7582335),49ers ,7582335,2300,SF@Buf 01:00PM ET,SF,
,,,,,,,,,,DST,Bears  (7582344),Bears ,7582344,2300,Jax@Chi 01:00PM ET,Chi,
,,,,,,,,,,DST,Saints  (7582342),Saints ,7582342,2000,Car@NO 01:00PM ET,NO,
